Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places
48016,"Corn, soybean production estimates lowered again",12/17/18,8/10/12, ,"As drought seared crops in the Midwest, the U.S. Agriculture Department revised corn and soybean production downward for the second consecutive month.  The projected U.S. corn production was lowered from nearly 13 billion bushels the previous month to 10.8 billion bushels, a drop of 17 percent.  Corn growers were expected to harvest an average of 123.4 bushels per acre, 24 bushels lower than the previous year and the lowest average yield in 17 years.  Soybean production was forecast at 2.69 billion bushels, a drop of 12 percent compared to the previous year, and well below the 3.05 billion bushels the USDA predicted just one month ago.  The anticipated average yield of 36.1 bushels per acre would be the lowest since 2003.Dayton Daily News (Ohio), Aug. 10, 2012",Agriculture,IMW
31357,"Wildfire on federal forest land to be fought aggressively, says U.S. Forest Service",2/19/15,8/9/12, ,"U.S. Forest Service supervisors on federal forest lands were directly to aggressively fight small fires before they could grow to become large, raging conflagrations, particularly in drought-affected areas, said a spokesman for the agency in Washington.  Normally, the policy is to allow small fires away from development to burn, but the prevalence of large, intense fires has firefighters needing to get blazes under control quickly to free firefighting resources to address other fires.Colorado experienced its worst fire season in ten years, and New Mexico saw its largest, most devastating wildfires from May through July.  Massive fires also scorched southern California, Oklahoma, Idaho, Washington, Wyoming and Utah.Yahoo! News (Calif.), Aug. 9, 2012","Fire, Relief, Response & Restrictions",IMW
27349,"Twenty-five senators from both political parties, many others  requesting a waiver of the corn-ethanol mandate",8/9/12,8/8/12,11/16/12,"Twenty-five senators from both political parties signed and sent a letter to an EPA administrator requesting a waiver of the Renewable Fuels Standard.  The National Pork Producers Council and 156 House lawmakers also favored a waiver.  It was hoped that a waiver would ease concerns about the corn supply and allow corn prices to decrease somewhat.  Wisconsin Ag Connection (Wis.), Aug. 8, 2012.  There were reports of many others around the country pushing for a waiver of the quotas for corn-based ethanol production.The Environmental Protection Agency refused to waive the mandate requiring the production of 13.2 billion gallons of fuel this year, despite many requests. Intense drought this summer reduced the corn crop, driving corn prices to record levels, making it exorbitant to feed livestock or purchase corn for the production of ethanol. The governors of Arkansas, North Carolina, New Mexico, Georgia, Texas, Virginia, Maryland, Delaware, Utah, and Wyoming, poultry, pork and cattle producers, members of Congress and various industries all wanted the mandate lifted, but the EPA said there was no evidence of “severe economic harm” to any state or region of the U.S., warranting a change in the mandate. Reno Gazette-Journal (Nev.), Nov. 16, 2012","Agriculture, Business & Industry, Relief, Response & Restrictions",IMW
27343,President Obama strongly encouraged Congress to pass a farm bill to provide assistance to drought-stricken farmers and ranchers; Farmers anxiously wait for farm bill,8/8/12,8/7/12, ,"President Obama strongly encouraged Congress to pass a farm bill to provide assistance to drought-stricken farmers and ranchers when they return from summer recess on September 10.  The 2012 corn crop is expected to be the smallest in the last six years as drought and heat reduced the yield.  CNBC (N.J.), Aug. 7, 2012The wait for Congress to reconvene was nerve-wracking for farmers trying to decide whether to sell livestock or hope for disaster aid legislation giving them assistance with feed purchases.  Some ranchers have not been able to hang on and already sold their cattle. Dubuque Telegraph Herald (Iowa), Aug. 20, 2015","Agriculture, Relief, Response & Restrictions, Society & Public Health",IMW
27391,"President Obama announced that $30 million in aid was available to assist producers with getting water, loans",8/15/12,8/7/12, ,"President Obama announced that $30 million in aid was available to assist producers with connecting to needed water supplies and improving land; bolstering lending capacity to small businesses, farms and ranches; and waiving some requirements on trucks to allow more materials to be transported quickly.  Haven Express (Pa.), Aug. 13, 2012","Agriculture, Relief, Response & Restrictions",IMW
27167,USDA cuts corn estimate 12 percent; 78 percent of growing region in drought,7/23/12,7/10/12, ,"On July 11, USDA’s World Agricultural Outlook Board cut the estimate for the 2012 U.S. corn crop by 1.82 billion bushels to “reflect expected impacts of persistent and extreme June and early-July dryness and heat across the central and eastern Corn Belt.” The 12% cut, which left the projected U.S. corn production at 12.97 billion bushels, is a direct result of the nation’s worst drought in a generation—since 1988. According to the July 10 U.S. Drought Monitor, 78% of the U.S. corn was within an area experiencing drought. From the USDA blog, July 12, 2012",Agriculture,IMW
27209,U.S. livestock herd smallest in 40 years,7/25/12,7/1/12, ,"Dry pastures and high feed prices led ranchers to sell more livestock.  The National Agricultural Statistics Service figures show that the cattle and calf population shrank to 97.8 million on July 1, which was 2 percent less than last year.  The number of beef cattle fell by 3 percent to 30.5 million, while the number of dairy cattle remained steady at 9.2 million.  This was the lowest cattle count since July 1973.  Jackson Clarion-Ledger (Miss.), July 22, 2012",Agriculture,IMW
27501,Price of retail beef hit new high at $5.15 per pound,8/30/12,7/1/12,11/1/12,"The price of retail beef reached a new high of $5.15 per pound in November 2012 in the wake of a smaller national cattle herd and lower beef production.  The previous high of $5.09 occurred in January 2012.  Drought-stricken pastures force cattle producers to either purchase pricey feed or sell livestock.  The Huffington Post (N.Y.), Jan. 14, 2013The price of retail beef reached a new high in July at $4.72 per pound, by USDA reckoning, including choice beef, other beef and hamburger in the calculation.  The average price of retail ground beef was $3.085 per pound in July, the highest price since 1984.  Whole chickens cost $1.45 per pound, the highest price in the last 32 years, according to the Bureau of Labor Statistics.  Drought reduced pasture and hay supplies, leading cattle producers to sell livestock, resulting in a small cattle herd and higher prices for beef.  The Denver Post (Colo.), Aug. 24, 2012July beef prices were 6.6 percent higher than at the same time in 2011, as reported by the Consumer Price Index forecast released Aug. 24.  Poultry prices were up 6 percent, and the prices for most other foods went up 2.3 percent.Missoula Missoulian (Mont.), Aug. 31, 2014","Agriculture, Society & Public Health",IMW
29306,Small corn crop in 2012 led to greater demand for wheat as a substitute feed grain,7/24/13,6/1/12,5/31/13,"The drought-diminished corn crop in 2012 pushed up the demand for wheat as a substitute feed grain.  In 2012/2013 marketing year, which ended on May 31, 360 million bushels were used for feed, making it the largest amount since 1998/1999 when 391 million bushels were used for feed.  The high cost of wheat in 2012 encouraged farmers to plant more in 2013, with an additional 700,000 acres of wheat compared to 2012, but drought in the Southern Plains has driven up abandonment and cut yields, leading to a projected smaller U.S. wheat crop for 2013.  Abilene Reporter-News (Texas), July 21, 2013",Agriculture,IMW
31278,Deere & Co.'s third quarter earnings less than expected,1/14/15,5/1/12,7/31/12,"Deere & Co. saw smaller increases in its net income than expected, rising just 11 percent, as drought, a stronger dollar and other factors took a toll.  The company earned $788 million or $1.98 per share for the third quarter ending July 31, in comparison with the same quarter last year with earnings of $712.3 million, or $1.69 per share. Analysts expected $2.31 per share in the third quarter, according to FactSet.Yahoo! News, Aug. 15, 2012",Business & Industry,IMW
27348,Sales for Briggs & Stratton Corp. fell 17.2 percent as drought and a poor economy affected the company’s bottom line,8/9/12,4/1/12,6/30/12,"Sales for Briggs & Stratton Corp. fell 17.2 percent in the past three months ending in June from $605.2 million to $501.2 million as drought and a poor economy affected the company’s bottom line.  ""This lawn and garden season presented significant headwinds for our two largest markets, North America and Western Europe,"" said the chairman, president and chief executive of Briggs & Stratton, in a statement. ""The exceptionally severe drought negatively impacted sales to much of North America and more than offset the favorable growing conditions present in the early spring.”  Briggs’ engine sales were down 17.8 percent to $322.5 million, compared to last year’s sales.  The company shipped less to lawn and garden equipment manufacturers in light of drought conditions and Europe’s unsettled economy.  The products sector of the business saw a 14.5 percent reduction in sales to $220.1 million, partly due to the drought.  Milwaukee Journal Sentinel (Wis.), Aug. 9, 2012",Business & Industry,IMW
27711,Drought dented U.S. economic growth,10/30/12,4/1/12,9/30/12,"The harshest drought since the 1950s pulled down economic growth by 0.17 percentage points between April and June and 0.42 percentage points between July and September, stated the Commerce Department.  Without drought, the economic growth would have been 2.4 percent for the third quarter.  Corn production is anticipated to be down more than 13 percent for the 2012-13 growing season, while soybean production is expected to decrease by 8 percent.  High feed prices were putting a strain on livestock producers.  Additional losses not reflected in the GDP are rising food costs and fewer purchases of farm equipment, vehicles and other items.  Reduced spending by farmers trickles down through the Midwestern economy and is expected to lead to a poor holiday season for merchants.  Richmond Times-Dispatch (Va.), Oct. 27, 2012","Agriculture, Business & Industry",IMW
27748,Number of farm operating loans up during second and third quarters of 2012,11/5/12,4/1/12,9/30/12,"The number of farm operating loans increased during the second quarter and remained above normal in the third quarter as farmers faced high feed prices and input costs, according to the Federal Reserve System’s Agricultural Finance Databook.  Drovers Cattle Network (Kan.), Oct. 31, 2012","Agriculture, Business & Industry",IMW
27519,"Optimism waning among farmers, agribusinesses",9/5/12,2/29/12,9/5/12,"Farmers were less optimistic than they were in March as drought wears on, according to a survey by DTN/The Progressive Farmer.  Farmers rated their present condition at 120.4, approximately 20 points lower than in March and anticipate that one year from now their situation will rank at 98.2.  A value of 100 indicates neutral or on the line between optimism and pessimism.  Agribusinesses in a different survey ranked their status at 112.2 and 80.5 in a year, both values down from the last survey in February.  Lincoln Journal Star (Neb.), Sept. 5, 2012","Agriculture, Business & Industry",IMW
26337,Livestock producers across the U.S. seeing higher prices for beef cattle,2/15/12,2/12/12, ,"Livestock producers across the country were seeing higher prices for beef cattle since drought in Texas reduced the cattle population and demand for quality beef overseas has led to more exports.  The size of the cattle herd has been declining in recent years as fewer producers raise beef cattle.  Beef prices were anticipated to stay high for the next few years.  Athens Banner-Herald (Ga.), Feb. 12, 2012",Agriculture,IMW
28134,"The number of cattle in the U.S. fell to 89.3 million, a drop of 2 percent",2/13/13,1/2/12,1/1/13,"The number of cattle in the U.S. fell to 89.3 million, a drop of 2 percent over the last year, according to the U.S. Department of Agriculture, as drought and limited feed and water supplies forced ranchers to further trim their herds.  The last time the cattle herd was this small was in 1952, although cattle today are heavier and produce more meat than cattle did in the 1950s.  Beef prices climbed 6 percent in 2012 and are expected to rise another 3 to 4 percent in 2013, although lower demand, resulting from higher prices, may help keep prices somewhat stable in 2013.  Wall Street Journal (N.Y.), Feb. 1, 2013 and the National Agricultural Statistics Service, Feb. 1, 2013The number of cattle in Texas decreased by 5 percent to 11.3 million, as drought persisted.  In Nebraska and Kansas also, the cattle populations shrank 2 percent to 6.3 million and 4 percent to 5.8 million, respectively.  The cattle population increased in several northern states where drought was not an issue.  The number of cattle in North Dakota and South Dakota rose by 6 percent to nearly 1.8 million and 5 percent to 3.8 million.  The cattle count increased in Montana, Idaho and Washington.  Fort Worth Star-Telegram (Texas), Feb. 1, 2013",Agriculture,IMW
27599,"Drought, high feed prices led to high pig slaughter in U.S.",10/3/12,1/1/12,9/22/12,"Many hog farmers were slaughtering their animals as feed prices rise.  From the start of 2012 through August, 73.3 million hogs were processed, the highest rate since 2009, according to the U.S. Department of Agriculture.  Wholesale pork prices dropped 25 percent since June 25 and were the lowest in nearly two years on Sept. 19.  Roughly 79.735 million hogs, or 2 percent more than in 2011, were processed from Jan. 1 through Sept. 22.  In 2013, the pork supply is expected to slip to the lowest per capita since 1975.  In 2013, pork prices might climb 39 percent to as high as $1.055 per pound, say analyst forecasts reviewed by Bloomberg.  Washington Post (D.C.), Sept. 26, 2012",Agriculture,IMW
27675,Crop indemnity payments in the U.S. for 2012 have exceeded $17.1 billion,10/24/12,1/1/12,5/13/13,"Indemnities for 2012, when drought devastated corn in the Midwest, rose to $17.1 billion.  Taxpayers will pay about 75 percent of the cost, said the Environmental World Group.  Washington Post (DC), May 13, 2013.Crop insurance indemnities climbed to $16.99 billion for the 2012 crop year, according to a USDA report issued on April 22.  Des Moines Register (Iowa), April 22, 2013.U.S. crop insurance claims from 2012 have reached $15.91 billion with claims still being processed.  Breitbart.com (Ala.), March 22, 2013.Crop insurance indemnity payments from the 2012 drought climbed into record territory at $14.2 billion and will continue to rise, according to the Congressional Budget Office, but not to the heights predicted last summer.  Farm Progress (Ill.), Feb. 14, 2013.Payments from crop insurance reached $11.581 billion through Jan. 14, 2013 for the 2012 crop year, according to the Risk Management Agency.  Payments for 2012 were 6.8 percent higher than 2011, when the previous record was set at $10.843 billion.  Indemnity payments in 2010 were $4.251 billion.  Farmers bought crop insurance for roughly 282 million acres of crops in 2012, 6.1 percent more than in 2011.  Bloomberg (N.Y.), Jan. 15, 2013.Crop insurers paid $6.3 billion in claims, according to the U.S. Department of Agriculture.  The crop losses are largely due to drought damage.  The New York Times, Nov. 29, 2012.Farmers have received more than $5 billion in indemnity payments after the searing summer of 2012.  The crops suffering the most damage from drought were corn, wheat, cotton, soybeans and grain sorghum.  Farm Industry News (Minn.), Nov. 20, 2012.Crop-loss insurance payments have reached $3.5 billion in the U.S. through Oct. 29, according to the U.S. Department of Agriculture.  Federal subsidies for U.S. crop insurance premiums in 2012 have amounted to $6.9 billion or 62 percent of the $11.03 billion in premiums paid to insure 2012 crops, as reported in the Des Moines Register.  Missouri Farmer Today (Mo.), Nov. 6, 2012.  Crop indemnity payments for 2012 reached $2.6 billion as of Oct. 15, but may amount to an all-time high of $15 billion before harvests are complete.  Drought in the Farm Belt was blamed for driving costs to twice the recent figures.  Government and industry officials will make an estimate later in the fall when a more accurate assessment can be made.  Allentown Morning Call (Penn.), Oct. 17, 2012.","Agriculture, Relief, Response & Restrictions",IMW
27794,The blistering summer of 2012 contributed to the unusually high number of acres in the U.S. burned by wildfires,11/14/12,1/1/12,11/9/12,"The blistering summer of 2012 contributed to the unusually high number of acres in the U.S. burned by wildfires.  Through Nov. 9, there were 9,101,461 acres charred in wildfires this year, according to the National Interagency Fire Center.  The spokesman for the National Interagency Fire Center in Boise said, “Since 1960, when we began keeping good records, surpassing 9 million acres burned has only happened three times: this year, 2006 and 2007.”  Durango Herald (Colo.), Nov. 11, 2012.  Firefighting costs amounted to $1.45 billion, according to the U.S. Department of Agriculture, exceeding the budget of $950 for fire suppression.  Great Falls Tribune (Mont.), Dec. 13, 2012",Fire,IMW
27921,The U.S. Department of Agriculture lowered its farm income estimate for 2012 to $114 billion,12/4/12,1/1/12,12/31/12,"The U.S. Department of Agriculture lowered its farm income estimate for 2012 to $114 billion after a hot, dry summer reduced agricultural output, driving crop and feed prices higher.  The estimate is 3.3 percent lower than farm profits in 2011 and $8.2 billion less than the USDA predicted in August.  Corn futures hit a record level this year at $8.49 a bushel on Aug. 10 and soybeans reached a new high also.  Feed expenses are expected to go up nearly $10 billion in 2012.  The USDA also expects the value of crops purchased by businesses like Cargill Inc. and Archer Daniels Midland to increase by 2.7 percent to a new high of $210.3 billion in 2012, and revenue from livestock sales is likely to go up by 2 percent to $167.9 billion.Minneapolis-St. Paul Star Tribune (Minn.), Nov. 27, 2012",Agriculture,IMW
27995,Emergency haying and grazing took place on a record 2.8 million acres of Conservation Reserve Program land in 2012,12/19/12,1/1/12,12/13/12,"Emergency haying and grazing took place on a record 2.8 million acres of Conservation Reserve Program land in 2012 as the U.S. Department of Agriculture took steps to ease the pressure on farmers and ranchers enduring drought.  Up to $200 million in forage was made available for producers seeking feed for livestock.  Those using CRP land for emergency haying and grazing were given a two-month extension without the penalty of rent payment reduction.  More than $16 million was made available to landowners through the Environmental Quality Incentives Program to improve water conservation efforts and wildlife habitat that were adversely affected by drought.  A number of other federal programs were also used to assist drought-stricken producers.  U.S. Department of Agriculture, Dec. 13, 2012","Agriculture, Relief, Response & Restrictions",IMW
28044,The U.S. Department of Agriculture put corn production in 2012 at 10.78 billion bushels,1/22/13,1/1/12,12/31/12,"The U.S. Department of Agriculture put corn production in 2012 at 10.78 billion bushels, at least 25 percent less than the USDA’s original prediction in the spring of 2012.  An agriculture economist with the Iowa State University said the 2012 corn crop was the most valuable corn crop ever grown, valued at roughly $85 billion, since corn prices stayed above $7 per bushel through the summer and fall.  The 2012 corn crop was also the eighth largest on record for the nation as more acreage was devoted to growing corn and crop technology progressed to create corn that is increasingly tolerant to drought.  The average yield was 123.4 bushels per acre, down from the initial prediction of 166 bushels per acre as warm temperatures allowed farmers to plant early.  Iowa was the country’s largest corn producer in 2012 with 1.87 billion bushels, 20 percent lower than 2011; followed by Minnesota with 1.37 billion bushels and Nebraska with 1.29 billion bushels, which was 16 percent lower than the previous year.  Illinois, usually just behind Iowa in corn production, produced 1.28 billion bushels.  Bucyrus Telegraph Forum (Ohio), Jan. 14, 2013",Agriculture,IMW
28054,One percent fewer chickens were produced in 2012,1/23/13,1/1/12,2/3/13,"One percent fewer chickens were produced in 2012, due to high corn and feed prices and the large portion of the corn crop set aside for ethanol production, stated the chief economist and market analyst at the National Chicken Council in Washington D.C.  He said, “Corn makes up more than two-thirds of chicken feed and corn prices hit an all-time high in 2012, due to two reasons:  last summer's drought and pressure from a federal government requirement that mandates 40 percent of our corn crop be turned into fuel in the form of ethanol.  Simply put, less corn equals higher feed costs, which means fewer birds produced.""  Consequently, just 1.23 billion wing segments will be available for consumption during the 2013 Super Bowl, down 12.3 million from the previous year.  BusinessNewsDaily.com (Ogden, Utah), Jan. 23, 2013","Agriculture, Society & Public Health",IMW
28063,"Claims from U.S. growers in 2012 amounted to $15 billion, said Munich Re, the world’s largest reinsurance company",1/25/13,1/1/12,12/31/12,"Claims from U.S. growers in 2012 amounted to $15 billion, said Munich Re, the world’s largest reinsurance company, with drought causing most of the damage.  Roughly 85 percent of U.S. farmland is insured, in comparison with 20 percent worldwide.  The worst drought since 1956 pushed corn and soybean production to the lowest point in six years.  Karl Murr, who leads the agricultural unit at Munich Re stated, “Drought was by far the single most important cause of losses in 2012.  With the U.S. representing about 50 percent of worldwide crop insured values, they obviously took the lion’s share of payouts in 2012, dwarfing loss payouts in Europe, including eastern Europe.”  Through Jan. 21, 2013, U.S. farmers had received $12.35 billion in crop insurance claims for 2012, according to the U.S. Department of Agriculture’s Risk Management Agency.","Agriculture, Relief, Response & Restrictions",IMW
28070,Drought in 2012 cost an estimated $35 billion in losses,1/29/13,1/1/12,12/31/12,"Aon Benfield, a global reinsurance firm in London, estimated drought losses from the 2012 drought in the U.S. Midwest and Plains region to be $35 billion in the firm’s Annual Global Climate and Catastrophe Report, written by Aon Benfield’s Impact Forecasting division.  The estimate includes expected agricultural losses and losses from other areas, such as business interruption.  Rochester Democrat and Chronicle (N.Y.), Jan. 24, 2013","Agriculture, Business & Industry",IMW
29462,"Dry conditions, lengthening fire seasons requiring more funds for fighting wildfires in U.S.",8/26/13,1/1/12,8/22/13,"Dry conditions and lengthening fire seasons, due to climate change, have driven up costs for fighting wildfires, leading to firefighting budget shortfalls in 2012 and 2013.  As of late August 2013, the federal government had spent $967 million for fire fighters and equipment and planned to move $600 million from other funds, including some that contribute to fire prevention.  The Forest Service spends $100 million weekly to combat fires while at Preparedness Level 5, which began Aug. 20.  Washington Post (D.C.), Aug. 22, 2013",Fire,IMW
29695,U.S. corn exports in 2012 were projected to be only 715 million bushels,10/17/13,1/1/12,12/31/12,"U.S. corn exports in 2012 were projected to be only 715 million bushels, the least amount since 1970, as drought curbed corn production in the U.S. and increasing corn production outside the U.S. Wheat exports exceeded corn exports in 2012 for the first time since 1970.  Agweek (Fargo, N.D.), Oct. 14, 2013",Agriculture,IMW
29860,"The 2012 drought was still being felt by popcorn buyers, sellers",12/17/13,1/1/12,12/17/13,"The 2012 drought was still being felt by popcorn buyers who paid higher than normal prices as drought cut into the popcorn yield.  The small harvest and high prices were still being felt, despite the harvest of the new 2013 popcorn crop, with Nebraska, Illinois, Iowa and Indiana being the largest popcorn growers in the country.  High Plains Public Radio (Garden City, Kan.), Dec. 17, 2013","Agriculture, Society & Public Health",IMW
30185,The average ethanol plant in the U.S. lost $7.3 million in 2012,3/18/14,1/1/12,12/31/13,"The average ethanol plant in the U.S. lost $7.3 million in 2012, due to high corn prices as drought reduced corn production, according to a study by the University of Illinois.  Many plants closed or cut back on ethanol production.  The average profit for ethanol plants between 2007 and 2013 was $7.4 million.Improved corn production in 2013 sent corn prices lower, leading to the second highest year of average profit for ethanol plants at $23 million.  Des Moines Register (Iowa), March 17, 2014","Agriculture, Business & Industry",IMW
31530,Hydropower plants in western U.S. producing 10 percent less power,4/28/15,1/1/12,4/26/15,"The 53 hydropower facilities operated by the U.S. Bureau of Reclamation were producing 10 percent less power than they were a few years ago as drought limits river flows.Washington Post (D.C.), April 26, 2015","Energy, Water Supply & Quality",IMW
25710,"Drought, reduction in planted peanut acreage led to higher prices for peanut butter",11/10/11,11/8/11, ,"Peanut butter prices rose as drought hurt the peanut crop and fewer acres were planted with peanuts in favor of growing more lucrative crops, such as cotton.  The price of a ton of peanuts has more than doubled since this time last year, from $500 per ton to $1,200 per ton, forcing manufacturers to pass the cost on to consumers.  The price of Smuckers “natural” peanut butter rose in the past few months, while HyVee peanut butter prices went up over the summer.   Trader Joe’s sold out of its organic peanut butter in September, switched to a different variety of peanut and hiked the price of a jar.  Smuckers intends to stop producing some of its lines of peanut butter with lower sales in favor of producing more Creamy and Crunchy peanut butter.  Peanut acreage was down 15 percent compared to 2010 and down 25 percent in comparison with 2008, which lowered peanut production in recent years, but drought also kept peanut production down in 2011.  Columbia Missourian (Mo.), Nov. 8, 2011","Agriculture, Society & Public Health",IMW
28062,Skier visits during the 2011-2012 winter fell to 51 million as meager snowfall led to poor skiing conditions,1/25/13,11/1/11,4/30/12,"Skier visits during the 2011-2012 winter fell to 51 million, 16 percent lower than the previous winter, as meager snowfall led to poor skiing conditions, according to RRC Associates, a research firm based in Boulder, Colo., who found the figures in an analysis compiled for the National Ski Areas Association.  The 2011-12 winter was driest in the last 20 years.  Omaha World-Herald (Neb.), Jan. 25, 2013",Tourism & Recreation,IMW
31055,U.S. ranchers and other livestock producers received $2.78 billion in payments from the livestock indemnity and the Forage Disaster programs,11/11/14,11/1/11,10/4/14,"U.S. ranchers and other livestock producers received $2.78 billion in payments from the livestock indemnity and the Forage Disaster programs for losses from drought, blizzards and other natural disasters.  Nearly 28,000 Nebraska farmers and ranchers applied for assistance, with more than 400,000 nationally.  Roughly 261,000 applications from across the country were approved, according to the U.S. Department of Agriculture’s Farm Service Agency.  Most of the applications and payments were from the Forage Disaster program, through which 258,000 payments came to $2.73 billion.  Nebraska producers received about $336 million.  The program reimburses for forage loss due to drought or fire up to 60 percent of monthly feed costs.Lincoln Journal Star (Neb.), Oct. 4, 2014","Agriculture, Relief, Response & Restrictions",IMW
25334,"Drought, small livestock herd led to high prices for ground beef in U.S.",9/21/11,8/1/11,3/31/12,"The average price of ground beef in August rose to $2.819 per pound, which was the most expensive it has been since 1984, as the number of cattle in the country fell to 100 million head, the smallest number of livestock for July since 1973.  Drought forced many ranchers in the South to sell their livestock because it was more economical to sell than to feed them.   The Washington Post (DC), Sept. 20, 2011.  The price of ground beef continued to climb to a new high of $3.02 per pound in March 2012, an uptick of 11 percent compared to prices in 2011 and 35 percent more expensive than in 2010.  The U.S. Agriculture Department’s Economic Research Service revealed that the average retail price of USDA Choice-grade beef was $5.05 per pound; choice-grade round steak sold for $4.81 per pound, an increase of 13 percent over the past two years; and choice-grade boneless sirloin fetched $6.53 per pound, a 16 percent increase.  Toledo Blade (Ohio), April 17, 2012","Agriculture, Society & Public Health",IMW
26234,Drought in 2011 led to smallest cattle herd in U.S. since 1952,1/31/12,1/1/11,1/1/12,"Drought in 2011 led ranchers to sell cattle leading to the lowest cattle inventory in the U.S. since 1952, according to the U.S. Department of Agriculture.  Beef and dairy farmers owned 90.77 million head of cattle on January 1, 2012, which were 2.1 percent fewer cattle than in January 2011.  The number of beef cattle fell to its lowest in 50 years at 29.88 million after a decline of 3.1 percent from one year ago.  There were 1.4 percent more young, female cattle for beef-cow replacement, bringing the count to 5.21 million, despite a prediction of 1.8 percent fewer young female cattle by the end of 2011.  The number of calves born in 2011 dropped 1.1 percent to 35.31 million, making 2011 calf crop the smallest since 1950.  The USDA anticipated that beef prices might climb another 5 percent this year on top of a 10.2 percent price increase for beef in 2011.  Wilmington News Journal (Delaware Online), Jan. 28, 2012",Agriculture,IMW
28898,U.S. spends six times as much on weather-related disaster relief and recovery as it does on preparedness,6/20/13,1/1/11,6/20/13,"The U.S. government spent roughly $136 billion on storm, tornado and drought related disaster relief and recovery, in comparison with $22.4 billion on 43 preparedness programs, according to a report by the Center for American Progress.  Of the $22.4 billion, $12 billion was for Agriculture Department programs, and the rest went to Defense, Commerce, Homeland Security and Interior departments.  Chicago Tribune (Ill.), June 20, 2013","Agriculture, Relief, Response & Restrictions, Society & Public Health",IMW
28056,"Hay stocks on Dec. 1, 2012 were 76.5 million tons, the lowest point in record keeping",1/23/13,12/1/10,1/21/13,"Hay stocks on Dec. 1, 2012 were 76.5 million tons, the lowest point in record keeping dating back to 1957, according to the U.S. Department of Agriculture’s National Agricultural Statistics Service.  The 10-year average of December hay stocks was about 106 million tons, not including figures for 2011 and 2012 because drought reduced stocks during those years.  In 2011, drought in the Southern Plains drew down stocks 11 percent from 2010, while in 2012, drought in the Midwest pulled hay stocks down another 16 percent for a total decline of 25 percent since December 2010.  With low hay stocks, prices are expected to continue to climb through the winter.  The Cattle Site (Chicago, Ill.), Jan. 21, 2013",Agriculture,IMW
31438,Western U.S. suffered nearly $60 billion loss since 2010,3/19/15,1/1/10,3/17/15,"Five years of drought and heat have cost the Western U.S. nearly $60 billion since 2010, stated meteorologist Steve Bowen of Aon Benfield, a global reinsurance firm.  In California alone, losses amount to roughly $5 billion.Great Falls Tribune (Mont.), March 17, 2015","Agriculture, Business & Industry",IMW
4596,Western Area Power Administration continues to add surcharge to customers’ bills to pay for losses incurred during the past decade of drought,7/19/11,1/1/08,6/9/11,"The Western Area Power Administration continues to add a surcharge to customers’ bills to pay for losses incurred during the past decade of drought when hydropower generation was down and alternative power was purchased at a higher cost.  The surcharge will likely end by September 2017, when it is hoped that the agency will have recouped its losses.  Sioux City Journal (Iowa), June 9, 2011",Energy,IMW
30621,Drought among factors driving down mule deer population in Western U.S.,7/15/14,1/1/05,7/14/14,"The deer population shrank throughout the Western U.S. as drought and a multitude of other factors reduced deer numbers.  In northwestern Colorado over the last ten years, the country’s largest mule deer herd plummeted from 105,900 in 2005 to an estimated 32,000 at present.  The entire Colorado deer population dwindled by 36 percent during the past decade, according to Colorado Parks and Wildlife, and across the West, the trend was similar with a population decrease of at least 10 percent.  Colorado Parks and Wildlife began using a different method to estimate herd numbers, so part of the change may be due to the new method.Colorado wildlife biologists listed a number of factors partially responsible for the decrease, including hard winters followed by drought; commercial and residential development in the mountains; chronic wasting disease; aggressive fire suppression, leading to overly thick forests; coyote and mountain lion predation; more than 2,000 vehicle collisions yearly in western Colorado; and disruptions to deer habitat and migration, due to energy development.To guard the remaining deer in Colorado, fewer deer hunting licenses are being sold.  About 80,000 licenses are for sale this year, compared to 130,106 licenses in 2007.  The Denver Post (Colo.), July 14, 2014",Plants & Wildlife,IMW
30658,Immense groundwater depletion in the Colorado River Basin during the last decade,7/25/14,12/1/04,11/30/13,"The Colorado River Basin lost nearly 53 million acre-feet between December 2004 and November 2013, with 75 percent of that loss coming from underground sources, said researchers from NASA and University of California, Irvine.  Data from the NASA Gravity Recovery and Climate Experiment mission were used to calculate changes to the basin’s mass.Groundwater sources can become so depleted that they may never refill, said Stephanie Castle, the study's lead author and a water resource specialist at the University of California, Irvine.  The groundwater depletion in the Colorado River Basin could threaten water supplies in the basin and in parts of Mexico.Las Vegas Sun (Nev.), July 24, 2014","Agriculture, Society & Public Health, Water Supply & Quality",IMW
41705,Drought causing issues for some western parts of the US,11/13/17,6/12/03, ,"For first time since 1950s, Rio Grande River has stopped flowing through Big Bend National Park. Bark Beetle infestations are on high as 80,000 acres of forest have been infested so far meaning trees are dying. The previous year, infestations were less than 50,000 acres.","Plants & Wildlife, Water Supply & Quality",IMW
41682,"Denver, Colorado and other areas still seeing water restrictions",11/8/17,4/28/03, ,"This week will be the first time that residents can water their lawns in 6 months. Residents will have to pay a high price if they have bigger yards or water too much as they still have drought conditions. Municipal reservoirs are 45 percent of capacity. Can water lawns for up to 2 hours a day, twice a week, and it has to be before 10am or after 6pm. Other states and areas have similar restrictions. There will be “water cops”—fines can reach up to $1000 for repeat offenders.","Relief, Response & Restrictions, Water Supply & Quality",IMW
